Step,Time_stamp,Bacteria_Count,Glucose_Count,Metabolite_Count,Growth_Rate,Average_ATP,Min_ATP,Max_ATP,Total_ATP,ATP_StdDev,Total_Metabolites_Produced,Avg_Metabolites_Per_Bacteria,Avg_Metabolite_Concentration,Avg_Bacteria_X,Avg_Bacteria_Y,Bacteria_Spatial_Std,Avg_Glucose_X,Avg_Glucose_Y,Glucose_Spatial_Std,Glucose_Per_Bacteria,ATP_Per_Glucose,Metabolites_Per_Glucose,ATP_Per_Bacteria,Metabolites_Per_Bacteria
111,2025-06-20 17:09:09.116415,15,54,781,1.000,75.93,72.00,115.50,1139.00,11.26,270,18.00,0.209,0.000011,0.000013,0.000012,0.000010,0.000007,0.000013,3.60,21.09,14.46,75.93,18.00
112,2025-06-20 17:09:09.116617,15,51,781,1.000,75.43,71.50,115.00,1131.50,11.26,270,18.00,0.208,0.000011,0.000013,0.000012,0.000009,0.000008,0.000013,3.40,22.19,15.31,75.43,18.00
113,2025-06-20 17:09:09.116817,15,52,781,1.000,74.93,71.00,114.50,1124.00,11.26,270,18.00,0.208,0.000011,0.000013,0.000012,0.000009,0.000008,0.000012,3.47,21.62,15.02,74.93,18.00
114,2025-06-20 17:09:09.117016,15,52,781,1.000,74.43,70.50,114.00,1116.50,11.26,270,18.00,0.207,0.000010,0.000013,0.000011,0.000009,0.000008,0.000012,3.47,21.47,15.02,74.43,18.00
115,2025-06-20 17:09:09.117216,15,52,781,1.000,73.93,70.00,113.50,1109.00,11.26,270,18.00,0.206,0.000011,0.000013,0.000011,0.000009,0.000009,0.000013,3.47,21.33,15.02,73.93,18.00
116,2025-06-20 17:09:09.117415,15,51,781,1.000,73.43,69.50,113.00,1101.50,11.26,270,18.00,0.205,0.000011,0.000013,0.000011,0.000010,0.000009,0.000014,3.40,21.60,15.31,73.43,18.00
117,2025-06-20 17:09:09.117615,15,48,781,1.000,72.93,69.00,112.50,1094.00,11.26,270,18.00,0.205,0.000010,0.000012,0.000011,0.000010,0.000009,0.000013,3.20,22.79,16.27,72.93,18.00
118,2025-06-20 17:09:09.117815,14,46,781,0.933,72.71,68.50,112.00,1018.00,11.60,252,18.00,0.204,0.000010,0.000013,0.000011,0.000011,0.000009,0.000012,3.29,22.13,16.98,72.71,18.00
119,2025-06-20 17:09:09.118018,14,47,781,1.000,72.21,68.00,111.50,1011.00,11.60,252,18.00,0.203,0.000010,0.000014,0.000010,0.000011,0.000008,0.000012,3.36,21.51,16.62,72.21,18.00
120,2025-06-20 17:09:09.118226,14,74,781,1.000,71.71,67.50,111.00,1004.00,11.60,252,18.00,0.202,0.000010,0.000014,0.000010,0.000010,0.000010,0.000012,5.29,13.57,10.55,71.71,18.00
121,2025-06-20 17:09:09.118444,14,69,781,1.000,71.21,67.00,110.50,997.00,11.60,252,18.00,0.202,0.000010,0.000014,0.000010,0.000010,0.000011,0.000013,4.93,14.45,11.32,71.21,18.00
122,2025-06-20 17:09:09.118649,14,68,781,1.000,70.71,66.50,110.00,990.00,11.60,252,18.00,0.201,0.000010,0.000014,0.000010,0.000010,0.000010,0.000013,4.86,14.56,11.49,70.71,18.00
123,2025-06-20 17:09:09.118855,14,65,781,1.000,70.21,66.00,109.50,983.00,11.60,252,18.00,0.200,0.000010,0.000014,0.000010,0.000010,0.000010,0.000012,4.64,15.12,12.02,70.21,18.00
124,2025-06-20 17:09:09.119059,13,64,781,0.929,68.85,65.50,109.00,895.00,11.59,234,18.00,0.199,0.000010,0.000014,0.000011,0.000010,0.000009,0.000012,4.92,13.98,12.20,68.85,18.00
125,2025-06-20 17:09:09.119270,12,64,781,0.923,68.62,65.00,108.50,823.50,12.02,216,18.00,0.199,0.000010,0.000014,0.000010,0.000010,0.000009,0.000013,5.33,12.87,12.20,68.62,18.00
126,2025-06-20 17:09:09.119509,12,61,781,1.000,68.12,64.50,108.00,817.50,12.02,216,18.00,0.198,0.000010,0.000014,0.000010,0.000011,0.000008,0.000013,5.08,13.40,12.80,68.12,18.00
127,2025-06-20 17:09:09.119725,12,57,781,1.000,67.62,64.00,107.50,811.50,12.02,216,18.00,0.197,0.000010,0.000014,0.000010,0.000011,0.000009,0.000013,4.75,14.24,13.70,67.62,18.00
128,2025-06-20 17:09:09.120009,12,53,781,1.000,67.12,63.50,107.00,805.50,12.02,216,18.00,0.197,0.000010,0.000014,0.000010,0.000010,0.000009,0.000013,4.42,15.20,14.74,67.12,18.00
129,2025-06-20 17:09:09.120350,12,53,781,1.000,66.62,63.00,106.50,799.50,12.02,216,18.00,0.196,0.000010,0.000014,0.000011,0.000009,0.000008,0.000012,4.42,15.08,14.74,66.62,18.00
130,2025-06-20 17:09:09.120592,12,52,781,1.000,66.12,62.50,106.00,793.50,12.02,216,18.00,0.195,0.000010,0.000014,0.000011,0.000009,0.000008,0.000012,4.33,15.26,15.02,66.12,18.00
131,2025-06-20 17:09:09.120816,12,49,781,1.000,65.62,62.00,105.50,787.50,12.02,216,18.00,0.195,0.000010,0.000014,0.000010,0.000010,0.000008,0.000013,4.08,16.07,15.94,65.62,18.00
132,2025-06-20 17:09:09.121044,11,48,781,0.917,65.45,61.50,105.00,720.00,12.51,198,18.00,0.194,0.000011,0.000014,0.000010,0.000010,0.000008,0.000013,4.36,15.00,16.27,65.45,18.00
133,2025-06-20 17:09:09.121263,11,47,781,1.000,64.95,61.00,104.50,714.50,12.51,198,18.00,0.193,0.000011,0.000014,0.000010,0.000010,0.000008,0.000012,4.27,15.20,16.62,64.95,18.00
134,2025-06-20 17:09:09.121495,11,44,781,1.000,64.45,60.50,104.00,709.00,12.51,198,18.00,0.192,0.000011,0.000014,0.000010,0.000010,0.000008,0.000013,4.00,16.11,17.75,64.45,18.00
135,2025-06-20 17:09:09.121718,11,42,781,1.000,63.95,60.00,103.50,703.50,12.51,198,18.00,0.192,0.000011,0.000014,0.000010,0.000010,0.000008,0.000013,3.82,16.75,18.60,63.95,18.00
136,2025-06-20 17:09:09.121973,11,40,781,1.000,63.45,59.50,103.00,698.00,12.51,198,18.00,0.191,0.000011,0.000014,0.000010,0.000009,0.000008,0.000013,3.64,17.45,19.52,63.45,18.00
137,2025-06-20 17:09:09.122206,11,37,781,1.000,62.95,59.00,102.50,692.50,12.51,198,18.00,0.190,0.000010,0.000015,0.000010,0.000009,0.000008,0.000013,3.36,18.72,21.11,62.95,18.00
138,2025-06-20 17:09:09.122415,11,34,781,1.000,62.45,58.50,102.00,687.00,12.51,198,18.00,0.190,0.000010,0.000014,0.000011,0.000009,0.000009,0.000014,3.09,20.21,22.97,62.45,18.00
139,2025-06-20 17:09:09.122614,11,33,781,1.000,61.95,58.00,101.50,681.50,12.51,198,18.00,0.189,0.000010,0.000014,0.000010,0.000010,0.000009,0.000014,3.00,20.65,23.67,61.95,18.00
140,2025-06-20 17:09:09.122819,10,55,781,0.909,61.85,57.50,101.00,618.50,13.05,180,18.00,0.188,0.000011,0.000015,0.000009,0.000010,0.000011,0.000012,5.50,11.25,14.20,61.85,18.00
141,2025-06-20 17:09:09.123016,10,52,781,1.000,61.35,57.00,100.50,613.50,13.05,180,18.00,0.188,0.000011,0.000015,0.000009,0.000010,0.000012,0.000012,5.20,11.80,15.02,61.35,18.00
142,2025-06-20 17:09:09.123220,10,52,781,1.000,60.85,56.50,100.00,608.50,13.05,180,18.00,0.187,0.000011,0.000015,0.000009,0.000010,0.000011,0.000013,5.20,11.70,15.02,60.85,18.00
143,2025-06-20 17:09:09.123422,10,53,781,1.000,60.35,56.00,99.50,603.50,13.05,180,18.00,0.186,0.000011,0.000015,0.000009,0.000010,0.000010,0.000012,5.30,11.39,14.74,60.35,18.00
144,2025-06-20 17:09:09.123625,10,53,781,1.000,59.85,55.50,99.00,598.50,13.05,180,18.00,0.186,0.000011,0.000015,0.000009,0.000010,0.000007,0.000012,5.30,11.29,14.74,59.85,18.00
145,2025-06-20 17:09:09.123830,10,51,781,1.000,59.35,55.00,98.50,593.50,13.05,180,18.00,0.185,0.000011,0.000015,0.000009,0.000010,0.000006,0.000012,5.10,11.64,15.31,59.35,18.00
146,2025-06-20 17:09:09.124027,10,46,781,1.000,58.85,54.50,98.00,588.50,13.05,180,18.00,0.184,0.000012,0.000015,0.000009,0.000011,0.000006,0.000012,4.60,12.79,16.98,58.85,18.00
147,2025-06-20 17:09:09.124225,10,43,781,1.000,58.35,54.00,97.50,583.50,13.05,180,18.00,0.184,0.000011,0.000015,0.000009,0.000012,0.000007,0.000011,4.30,13.57,18.16,58.35,18.00
148,2025-06-20 17:09:09.124433,10,42,781,1.000,57.85,53.50,97.00,578.50,13.05,180,18.00,0.183,0.000012,0.000015,0.000009,0.000012,0.000008,0.000011,4.20,13.77,18.60,57.85,18.00
149,2025-06-20 17:09:09.124642,10,40,781,1.000,57.35,53.00,96.50,573.50,13.05,180,18.00,0.182,0.000011,0.000015,0.000009,0.000011,0.000008,0.000013,4.00,14.34,19.52,57.35,18.00
150,2025-06-20 17:09:09.124851,10,39,781,1.000,56.85,52.50,96.00,568.50,13.05,180,18.00,0.182,0.000011,0.000015,0.000009,0.000010,0.000008,0.000013,3.90,14.58,20.03,56.85,18.00
151,2025-06-20 17:09:09.125059,10,37,781,1.000,56.35,52.00,95.50,563.50,13.05,180,18.00,0.181,0.000011,0.000015,0.000009,0.000010,0.000008,0.000012,3.70,15.23,21.11,56.35,18.00
152,2025-06-20 17:09:09.125267,10,37,781,1.000,55.85,51.50,95.00,558.50,13.05,180,18.00,0.180,0.000011,0.000015,0.000009,0.000010,0.000008,0.000012,3.70,15.09,21.11,55.85,18.00
153,2025-06-20 17:09:09.125475,9,34,781,0.900,55.83,51.00,94.50,502.50,13.67,162,18.00,0.180,0.000012,0.000015,0.000008,0.000011,0.000009,0.000012,3.78,14.78,22.97,55.83,18.00
154,2025-06-20 17:09:09.125683,9,34,781,1.000,55.33,50.50,94.00,498.00,13.67,162,18.00,0.179,0.000012,0.000015,0.000009,0.000011,0.000008,0.000012,3.78,14.65,22.97,55.33,18.00
155,2025-06-20 17:09:09.125891,9,34,781,1.000,54.83,50.00,93.50,493.50,13.67,162,18.00,0.178,0.000012,0.000015,0.000009,0.000009,0.000006,0.000013,3.78,14.51,22.97,54.83,18.00
156,2025-06-20 17:09:09.126098,9,32,781,1.000,54.33,49.50,93.00,489.00,13.67,162,18.00,0.178,0.000012,0.000015,0.000008,0.000008,0.000006,0.000012,3.56,15.28,24.41,54.33,18.00
157,2025-06-20 17:09:09.126303,9,29,781,1.000,53.83,49.00,92.50,484.50,13.67,162,18.00,0.177,0.000012,0.000015,0.000009,0.000009,0.000008,0.000011,3.22,16.71,26.93,53.83,18.00
158,2025-06-20 17:09:09.126524,6,29,781,0.667,55.75,48.50,92.00,334.50,16.21,108,18.00,0.176,0.000013,0.000015,0.000007,0.000012,0.000009,0.000013,4.83,11.53,26.93,55.75,18.00
159,2025-06-20 17:09:09.126734,5,30,781,0.833,56.70,48.00,91.50,283.50,17.40,90,18.00,0.176,0.000012,0.000015,0.000007,0.000013,0.000008,0.000013,6.00,9.45,26.03,56.70,18.00
160,2025-06-20 17:09:09.126943,4,54,781,0.800,58.37,47.50,91.00,233.50,18.84,72,18.00,0.175,0.000012,0.000014,0.000006,0.000012,0.000011,0.000012,13.50,4.32,14.46,58.37,18.00
161,2025-06-20 17:09:09.127151,4,54,781,1.000,57.87,47.00,90.50,231.50,18.84,72,18.00,0.175,0.000012,0.000014,0.000006,0.000011,0.000011,0.000012,13.50,4.29,14.46,57.87,18.00
162,2025-06-20 17:09:09.127361,4,53,781,1.000,57.37,46.50,90.00,229.50,18.84,72,18.00,0.174,0.000012,0.000014,0.000006,0.000011,0.000010,0.000014,13.25,4.33,14.74,57.37,18.00
163,2025-06-20 17:09:09.127568,4,53,781,1.000,56.87,46.00,89.50,227.50,18.84,72,18.00,0.173,0.000012,0.000014,0.000005,0.000011,0.000009,0.000013,13.25,4.29,14.74,56.87,18.00
164,2025-06-20 17:09:09.127777,4,53,781,1.000,56.37,45.50,89.00,225.50,18.84,72,18.00,0.173,0.000012,0.000014,0.000005,0.000011,0.000008,0.000012,13.25,4.25,14.74,56.37,18.00
165,2025-06-20 17:09:09.128008,3,48,781,0.750,59.50,45.00,88.50,178.50,20.51,54,18.00,0.172,0.000011,0.000015,0.000005,0.000010,0.000007,0.000012,16.00,3.72,16.27,59.50,18.00
166,2025-06-20 17:09:09.128218,3,46,781,1.000,59.00,44.50,88.00,177.00,20.51,54,18.00,0.171,0.000011,0.000015,0.000004,0.000010,0.000007,0.000013,15.33,3.85,16.98,59.00,18.00
167,2025-06-20 17:09:09.128437,3,42,781,1.000,58.50,44.00,87.50,175.50,20.51,54,18.00,0.171,0.000011,0.000015,0.000004,0.000009,0.000007,0.000013,14.00,4.18,18.60,58.50,18.00
168,2025-06-20 17:09:09.128649,3,40,781,1.000,58.00,43.50,87.00,174.00,20.51,54,18.00,0.170,0.000011,0.000015,0.000004,0.000009,0.000007,0.000012,13.33,4.35,19.52,58.00,18.00
169,2025-06-20 17:09:09.128861,3,39,781,1.000,57.50,43.00,86.50,172.50,20.51,54,18.00,0.170,0.000011,0.000015,0.000004,0.000009,0.000006,0.000012,13.00,4.42,20.03,57.50,18.00
170,2025-06-20 17:09:09.129068,3,39,781,1.000,57.00,42.50,86.00,171.00,20.51,54,18.00,0.169,0.000011,0.000015,0.000005,0.000010,0.000006,0.000013,13.00,4.38,20.03,57.00,18.00
171,2025-06-20 17:09:09.129282,3,38,781,1.000,56.50,42.00,85.50,169.50,20.51,54,18.00,0.168,0.000011,0.000015,0.000006,0.000010,0.000006,0.000012,12.67,4.46,20.55,56.50,18.00
172,2025-06-20 17:09:09.129487,3,37,781,1.000,56.00,41.50,85.00,168.00,20.51,54,18.00,0.168,0.000011,0.000015,0.000007,0.000009,0.000006,0.000012,12.33,4.54,21.11,56.00,18.00
173,2025-06-20 17:09:09.129690,3,37,781,1.000,55.50,41.00,84.50,166.50,20.51,54,18.00,0.167,0.000011,0.000016,0.000006,0.000010,0.000006,0.000012,12.33,4.50,21.11,55.50,18.00
174,2025-06-20 17:09:09.129898,3,34,781,1.000,55.00,40.50,84.00,165.00,20.51,54,18.00,0.167,0.000011,0.000016,0.000006,0.000009,0.000006,0.000013,11.33,4.85,22.97,55.00,18.00
175,2025-06-20 17:09:09.130099,3,33,781,1.000,54.50,40.00,83.50,163.50,20.51,54,18.00,0.166,0.000011,0.000015,0.000005,0.000010,0.000006,0.000012,11.00,4.95,23.67,54.50,18.00
176,2025-06-20 17:09:09.130301,2,34,781,0.667,61.25,39.50,83.00,122.50,21.75,36,18.00,0.165,0.000009,0.000018,0.000001,0.000010,0.000005,0.000012,17.00,3.60,22.97,61.25,18.00
177,2025-06-20 17:09:09.130516,2,33,781,1.000,60.75,39.00,82.50,121.50,21.75,36,18.00,0.165,0.000008,0.000018,0.000001,0.000010,0.000006,0.000013,16.50,3.68,23.67,60.75,18.00
178,2025-06-20 17:09:09.130723,2,31,781,1.000,60.25,38.50,82.00,120.50,21.75,36,18.00,0.164,0.000008,0.000017,0.000002,0.000010,0.000007,0.000014,15.50,3.89,25.19,60.25,18.00
179,2025-06-20 17:09:09.130928,1,29,781,0.500,81.50,81.50,81.50,81.50,0.00,18,18.00,0.164,0.000008,0.000016,0.000000,0.000009,0.000008,0.000013,29.00,2.81,26.93,81.50,18.00
180,2025-06-20 17:09:09.131133,1,53,781,1.000,81.00,81.00,81.00,81.00,0.00,18,18.00,0.163,0.000008,0.000016,0.000000,0.000010,0.000011,0.000011,53.00,1.53,14.74,81.00,18.00
181,2025-06-20 17:09:09.131338,1,53,781,1.000,80.50,80.50,80.50,80.50,0.00,18,18.00,0.162,0.000007,0.000016,0.000000,0.000009,0.000012,0.000012,53.00,1.52,14.74,80.50,18.00
182,2025-06-20 17:09:09.131542,1,53,781,1.000,80.00,80.00,80.00,80.00,0.00,18,18.00,0.162,0.000008,0.000016,0.000000,0.000010,0.000013,0.000013,53.00,1.51,14.74,80.00,18.00
183,2025-06-20 17:09:09.131751,1,51,781,1.000,79.50,79.50,79.50,79.50,0.00,18,18.00,0.161,0.000007,0.000015,0.000000,0.000011,0.000011,0.000013,51.00,1.56,15.31,79.50,18.00
184,2025-06-20 17:09:09.131964,1,51,781,1.000,79.00,79.00,79.00,79.00,0.00,18,18.00,0.161,0.000007,0.000016,0.000000,0.000011,0.000009,0.000013,51.00,1.55,15.31,79.00,18.00
185,2025-06-20 17:09:09.132167,1,47,781,1.000,78.50,78.50,78.50,78.50,0.00,18,18.00,0.160,0.000007,0.000016,0.000000,0.000011,0.000009,0.000013,47.00,1.67,16.62,78.50,18.00
186,2025-06-20 17:09:09.132385,1,46,781,1.000,78.00,78.00,78.00,78.00,0.00,18,18.00,0.160,0.000007,0.000016,0.000000,0.000010,0.000008,0.000012,46.00,1.70,16.98,78.00,18.00
187,2025-06-20 17:09:09.132589,1,40,781,1.000,77.50,77.50,77.50,77.50,0.00,18,18.00,0.159,0.000006,0.000016,0.000000,0.000010,0.000009,0.000012,40.00,1.94,19.52,77.50,18.00
188,2025-06-20 17:09:09.132789,1,40,781,1.000,77.00,77.00,77.00,77.00,0.00,18,18.00,0.158,0.000006,0.000016,0.000000,0.000011,0.000009,0.000013,40.00,1.92,19.52,77.00,18.00
189,2025-06-20 17:09:09.132991,1,40,781,1.000,76.50,76.50,76.50,76.50,0.00,18,18.00,0.158,0.000006,0.000015,0.000000,0.000010,0.000009,0.000014,40.00,1.91,19.52,76.50,18.00
190,2025-06-20 17:09:09.133197,1,41,781,1.000,76.00,76.00,76.00,76.00,0.00,18,18.00,0.157,0.000006,0.000015,0.000000,0.000009,0.000008,0.000014,41.00,1.85,19.05,76.00,18.00
191,2025-06-20 17:09:09.133407,1,40,781,1.000,75.50,75.50,75.50,75.50,0.00,18,18.00,0.157,0.000006,0.000015,0.000000,0.000008,0.000008,0.000012,40.00,1.89,19.52,75.50,18.00
192,2025-06-20 17:09:09.133609,1,39,781,1.000,75.00,75.00,75.00,75.00,0.00,18,18.00,0.156,0.000006,0.000016,0.000000,0.000008,0.000008,0.000012,39.00,1.92,20.03,75.00,18.00
193,2025-06-20 17:09:09.133809,1,40,781,1.000,74.50,74.50,74.50,74.50,0.00,18,18.00,0.156,0.000006,0.000016,0.000000,0.000009,0.000007,0.000012,40.00,1.86,19.52,74.50,18.00
194,2025-06-20 17:09:09.134013,1,40,781,1.000,74.00,74.00,74.00,74.00,0.00,18,18.00,0.155,0.000006,0.000016,0.000000,0.000011,0.000007,0.000013,40.00,1.85,19.52,74.00,18.00
195,2025-06-20 17:09:09.134214,1,39,781,1.000,73.50,73.50,73.50,73.50,0.00,18,18.00,0.154,0.000007,0.000016,0.000000,0.000012,0.000008,0.000013,39.00,1.88,20.03,73.50,18.00
196,2025-06-20 17:09:09.134431,1,38,781,1.000,73.00,73.00,73.00,73.00,0.00,18,18.00,0.154,0.000006,0.000016,0.000000,0.000012,0.000009,0.000012,38.00,1.92,20.55,73.00,18.00
197,2025-06-20 17:09:09.134634,1,38,781,1.000,72.50,72.50,72.50,72.50,0.00,18,18.00,0.153,0.000006,0.000016,0.000000,0.000011,0.000009,0.000012,38.00,1.91,20.55,72.50,18.00
198,2025-06-20 17:09:09.134850,1,36,781,1.000,72.00,72.00,72.00,72.00,0.00,18,18.00,0.153,0.000006,0.000016,0.000000,0.000008,0.000009,0.000014,36.00,2.00,21.69,72.00,18.00
199,2025-06-20 17:09:09.135094,1,34,781,1.000,71.50,71.50,71.50,71.50,0.00,18,18.00,0.152,0.000006,0.000016,0.000000,0.000007,0.000009,0.000013,34.00,2.10,22.97,71.50,18.00
200,2025-06-20 17:09:09.135311,1,56,781,1.000,71.00,71.00,71.00,71.00,0.00,18,18.00,0.152,0.000006,0.000016,0.000000,0.000009,0.000012,0.000012,56.00,1.27,13.95,71.00,18.00
201,2025-06-20 17:09:09.135520,1,55,781,1.000,70.50,70.50,70.50,70.50,0.00,18,18.00,0.151,0.000005,0.000016,0.000000,0.000010,0.000012,0.000012,55.00,1.28,14.20,70.50,18.00
202,2025-06-20 17:09:09.135738,1,56,781,1.000,70.00,70.00,70.00,70.00,0.00,18,18.00,0.151,0.000005,0.000016,0.000000,0.000012,0.000010,0.000012,56.00,1.25,13.95,70.00,18.00
203,2025-06-20 17:09:09.135944,1,51,781,1.000,69.50,69.50,69.50,69.50,0.00,18,18.00,0.150,0.000005,0.000017,0.000000,0.000012,0.000009,0.000013,51.00,1.36,15.31,69.50,18.00
204,2025-06-20 17:09:09.136151,1,51,781,1.000,69.00,69.00,69.00,69.00,0.00,18,18.00,0.149,0.000005,0.000017,0.000000,0.000012,0.000007,0.000013,51.00,1.35,15.31,69.00,18.00
205,2025-06-20 17:09:09.136358,1,51,781,1.000,68.50,68.50,68.50,68.50,0.00,18,18.00,0.149,0.000005,0.000017,0.000000,0.000012,0.000006,0.000012,51.00,1.34,15.31,68.50,18.00
206,2025-06-20 17:09:09.136576,1,46,781,1.000,68.00,68.00,68.00,68.00,0.00,18,18.00,0.148,0.000005,0.000017,0.000000,0.000011,0.000006,0.000011,46.00,1.48,16.98,68.00,18.00
207,2025-06-20 17:09:09.136777,1,44,781,1.000,67.50,67.50,67.50,67.50,0.00,18,18.00,0.148,0.000006,0.000017,0.000000,0.000011,0.000007,0.000011,44.00,1.53,17.75,67.50,18.00
208,2025-06-20 17:09:09.136981,1,43,781,1.000,67.00,67.00,67.00,67.00,0.00,18,18.00,0.147,0.000006,0.000017,0.000000,0.000010,0.000007,0.000013,43.00,1.56,18.16,67.00,18.00
209,2025-06-20 17:09:09.137184,1,40,781,1.000,66.50,66.50,66.50,66.50,0.00,18,18.00,0.147,0.000006,0.000016,0.000000,0.000010,0.000008,0.000012,40.00,1.66,19.52,66.50,18.00
210,2025-06-20 17:09:09.137386,1,40,781,1.000,66.00,66.00,66.00,66.00,0.00,18,18.00,0.146,0.000006,0.000017,0.000000,0.000009,0.000009,0.000012,40.00,1.65,19.52,66.00,18.00
211,2025-06-20 17:09:09.137594,1,38,781,1.000,65.50,65.50,65.50,65.50,0.00,18,18.00,0.146,0.000006,0.000018,0.000000,0.000009,0.000009,0.000013,38.00,1.72,20.55,65.50,18.00
212,2025-06-20 17:09:09.137794,1,38,781,1.000,65.00,65.00,65.00,65.00,0.00,18,18.00,0.145,0.000006,0.000017,0.000000,0.000010,0.000008,0.000014,38.00,1.71,20.55,65.00,18.00
213,2025-06-20 17:09:09.137993,1,37,781,1.000,64.50,64.50,64.50,64.50,0.00,18,18.00,0.145,0.000007,0.000017,0.000000,0.000011,0.000008,0.000014,37.00,1.74,21.11,64.50,18.00
214,2025-06-20 17:09:09.138194,1,37,781,1.000,64.00,64.00,64.00,64.00,0.00,18,18.00,0.144,0.000008,0.000017,0.000000,0.000011,0.000008,0.000013,37.00,1.73,21.11,64.00,18.00
215,2025-06-20 17:09:09.138403,1,36,781,1.000,63.50,63.50,63.50,63.50,0.00,18,18.00,0.144,0.000008,0.000017,0.000000,0.000011,0.000009,0.000013,36.00,1.76,21.69,63.50,18.00
216,2025-06-20 17:09:09.138604,1,36,781,1.000,63.00,63.00,63.00,63.00,0.00,18,18.00,0.143,0.000007,0.000016,0.000000,0.000010,0.000008,0.000012,36.00,1.75,21.69,63.00,18.00
217,2025-06-20 17:09:09.138807,1,33,781,1.000,62.50,62.50,62.50,62.50,0.00,18,18.00,0.143,0.000007,0.000016,0.000000,0.000010,0.000009,0.000012,33.00,1.89,23.67,62.50,18.00
218,2025-06-20 17:09:09.139006,1,34,781,1.000,62.00,62.00,62.00,62.00,0.00,18,18.00,0.142,0.000007,0.000016,0.000000,0.000010,0.000008,0.000012,34.00,1.82,22.97,62.00,18.00
219,2025-06-20 17:09:09.139206,1,35,781,1.000,61.50,61.50,61.50,61.50,0.00,18,18.00,0.142,0.000007,0.000016,0.000000,0.000009,0.000008,0.000012,35.00,1.76,22.31,61.50,18.00
220,2025-06-20 17:09:09.139414,1,57,781,1.000,61.00,61.00,61.00,61.00,0.00,18,18.00,0.141,0.000007,0.000017,0.000000,0.000010,0.000011,0.000012,57.00,1.07,13.70,61.00,18.00
221,2025-06-20 17:09:09.139620,1,55,781,1.000,60.50,60.50,60.50,60.50,0.00,18,18.00,0.141,0.000007,0.000016,0.000000,0.000010,0.000011,0.000013,55.00,1.10,14.20,60.50,18.00
222,2025-06-20 17:09:09.139823,1,52,781,1.000,60.00,60.00,60.00,60.00,0.00,18,18.00,0.140,0.000007,0.000016,0.000000,0.000010,0.000012,0.000012,52.00,1.15,15.02,60.00,18.00
223,2025-06-20 17:09:09.140027,1,53,781,1.000,59.50,59.50,59.50,59.50,0.00,18,18.00,0.140,0.000007,0.000016,0.000000,0.000009,0.000011,0.000013,53.00,1.12,14.74,59.50,18.00
224,2025-06-20 17:09:09.140231,1,51,781,1.000,59.00,59.00,59.00,59.00,0.00,18,18.00,0.139,0.000007,0.000016,0.000000,0.000010,0.000010,0.000013,51.00,1.16,15.31,59.00,18.00
225,2025-06-20 17:09:09.140443,1,48,781,1.000,58.50,58.50,58.50,58.50,0.00,18,18.00,0.139,0.000006,0.000016,0.000000,0.000011,0.000009,0.000014,48.00,1.22,16.27,58.50,18.00
226,2025-06-20 17:09:09.140648,1,48,781,1.000,58.00,58.00,58.00,58.00,0.00,18,18.00,0.138,0.000006,0.000016,0.000000,0.000011,0.000009,0.000014,48.00,1.21,16.27,58.00,18.00
227,2025-06-20 17:09:09.140850,1,47,781,1.000,57.50,57.50,57.50,57.50,0.00,18,18.00,0.138,0.000005,0.000016,0.000000,0.000011,0.000009,0.000013,47.00,1.22,16.62,57.50,18.00
228,2025-06-20 17:09:09.141057,1,47,781,1.000,57.00,57.00,57.00,57.00,0.00,18,18.00,0.137,0.000005,0.000016,0.000000,0.000012,0.000009,0.000012,47.00,1.21,16.62,57.00,18.00
229,2025-06-20 17:09:09.141260,1,45,781,1.000,56.50,56.50,56.50,56.50,0.00,18,18.00,0.137,0.000004,0.000015,0.000000,0.000011,0.000009,0.000013,45.00,1.26,17.36,56.50,18.00
230,2025-06-20 17:09:09.141465,1,45,781,1.000,56.00,56.00,56.00,56.00,0.00,18,18.00,0.136,0.000004,0.000016,0.000000,0.000010,0.000009,0.000013,45.00,1.24,17.36,56.00,18.00
231,2025-06-20 17:09:09.141670,1,45,781,1.000,55.50,55.50,55.50,55.50,0.00,18,18.00,0.136,0.000005,0.000016,0.000000,0.000011,0.000008,0.000013,45.00,1.23,17.36,55.50,18.00
232,2025-06-20 17:09:09.141870,1,44,781,1.000,55.00,55.00,55.00,55.00,0.00,18,18.00,0.135,0.000006,0.000016,0.000000,0.000011,0.000008,0.000013,44.00,1.25,17.75,55.00,18.00
233,2025-06-20 17:09:09.142070,1,45,781,1.000,54.50,54.50,54.50,54.50,0.00,18,18.00,0.135,0.000006,0.000016,0.000000,0.000011,0.000008,0.000013,45.00,1.21,17.36,54.50,18.00
234,2025-06-20 17:09:09.142271,1,42,781,1.000,54.00,54.00,54.00,54.00,0.00,18,18.00,0.134,0.000006,0.000016,0.000000,0.000012,0.000009,0.000012,42.00,1.29,18.60,54.00,18.00
235,2025-06-20 17:09:09.142482,1,41,781,1.000,53.50,53.50,53.50,53.50,0.00,18,18.00,0.134,0.000006,0.000015,0.000000,0.000012,0.000009,0.000012,41.00,1.30,19.05,53.50,18.00
236,2025-06-20 17:09:09.142684,1,41,781,1.000,53.00,53.00,53.00,53.00,0.00,18,18.00,0.133,0.000007,0.000016,0.000000,0.000012,0.000008,0.000013,41.00,1.29,19.05,53.00,18.00
237,2025-06-20 17:09:09.142910,1,38,781,1.000,52.50,52.50,52.50,52.50,0.00,18,18.00,0.133,0.000007,0.000016,0.000000,0.000011,0.000008,0.000013,38.00,1.38,20.55,52.50,18.00
